club_id,club_name,season,estimated_player_wages_eur,estimated_player_wages_original,estimated_player_wages_original_currency,estimated_player_wages_original_unit,weekly_wages_original,official_staff_costs_eur,currency_original,units_original,conversion_rate_to_eur,exchange_rate_source,source_name,source_url,date_accessed,evidence,confidence_level,requires_manual_review,notes,_source_file
liverpool,Liverpool,2013/14,,65562600.0,GBP,gross annual base wages,1260819.0,,GBP,full pounds,,,Capology,https://www.capology.com/club/liverpool/salaries/2013-2014/,2026-05-05,"[{'field': 'estimated_player_wages_eur', 'value_original': 65562600, 'unit_original': 'GBP gross annual base wages', 'page_or_location': 'meta_description', 'evidence_text': 'Estimated Gross Fixed Salaries for the 2013-2014 Season was £65,562,600, or £1,260,819 per week, not including bonuses.'}]",medium,True,"Capology wage estimates are not official figures. Values represent estimated gross fixed player salaries and exclude bonuses. EUR conversion is pending a project-level FX methodology, so the EUR field remains null for now.",liverpool_2013_14_wage_output.json
liverpool,Liverpool,2014/15,,,,,,,,,,,Capology,https://www.capology.com/club/liverpool/salaries/2014-2015/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2014/15 at https://www.capology.com/club/liverpool/salaries/2014-2015/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,liverpool_2014_15_wage_output.json
liverpool,Liverpool,2015/16,,,,,,,,,,,Capology,https://www.capology.com/club/liverpool/salaries/2015-2016/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2015/16 at https://www.capology.com/club/liverpool/salaries/2015-2016/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,liverpool_2015_16_wage_output.json
liverpool,Liverpool,2016/17,,,,,,,,,,,Capology,https://www.capology.com/club/liverpool/salaries/2016-2017/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2016/17 at https://www.capology.com/club/liverpool/salaries/2016-2017/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,liverpool_2016_17_wage_output.json
liverpool,Liverpool,2017/18,,,,,,,,,,,Capology,https://www.capology.com/club/liverpool/salaries/2017-2018/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2017/18 at https://www.capology.com/club/liverpool/salaries/2017-2018/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,liverpool_2017_18_wage_output.json
liverpool,Liverpool,2018/19,,,,,,,,,,,Capology,https://www.capology.com/club/liverpool/salaries/2018-2019/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2018/19 at https://www.capology.com/club/liverpool/salaries/2018-2019/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,liverpool_2018_19_wage_output.json
liverpool,Liverpool,2019/20,,,,,,,,,,,Capology,https://www.capology.com/club/liverpool/salaries/2019-2020/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2019/20 at https://www.capology.com/club/liverpool/salaries/2019-2020/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,liverpool_2019_20_wage_output.json
liverpool,Liverpool,2020/21,,,,,,,,,,,Capology,https://www.capology.com/club/liverpool/salaries/2020-2021/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2020/21 at https://www.capology.com/club/liverpool/salaries/2020-2021/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,liverpool_2020_21_wage_output.json
liverpool,Liverpool,2021/22,,,,,,,,,,,Capology,https://www.capology.com/club/liverpool/salaries/2021-2022/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2021/22 at https://www.capology.com/club/liverpool/salaries/2021-2022/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,liverpool_2021_22_wage_output.json
liverpool,Liverpool,2022/23,,,,,,,,,,,Capology,https://www.capology.com/club/liverpool/salaries/2022-2023/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2022/23 at https://www.capology.com/club/liverpool/salaries/2022-2023/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,liverpool_2022_23_wage_output.json
liverpool,Liverpool,2023/24,,,,,,,,,,,Capology,https://www.capology.com/club/liverpool/salaries/2023-2024/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2023/24 at https://www.capology.com/club/liverpool/salaries/2023-2024/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,liverpool_2023_24_wage_output.json
liverpool,Liverpool,2024/25,,,,,,,,,,,Capology,https://www.capology.com/club/liverpool/salaries/2024-2025/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2024/25 at https://www.capology.com/club/liverpool/salaries/2024-2025/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,liverpool_2024_25_wage_output.json
manchester_city,Manchester City,2011/12,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-city/salaries/2011-2012/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2011/12 at https://www.capology.com/club/manchester-city/salaries/2011-2012/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_city_2011_12_wage_output.json
manchester_city,Manchester City,2012/13,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-city/salaries/2012-2013/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2012/13 at https://www.capology.com/club/manchester-city/salaries/2012-2013/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_city_2012_13_wage_output.json
manchester_city,Manchester City,2013/14,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-city/salaries/2013-2014/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2013/14 at https://www.capology.com/club/manchester-city/salaries/2013-2014/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_city_2013_14_wage_output.json
manchester_city,Manchester City,2014/15,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-city/salaries/2014-2015/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2014/15 at https://www.capology.com/club/manchester-city/salaries/2014-2015/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_city_2014_15_wage_output.json
manchester_city,Manchester City,2015/16,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-city/salaries/2015-2016/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2015/16 at https://www.capology.com/club/manchester-city/salaries/2015-2016/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_city_2015_16_wage_output.json
manchester_city,Manchester City,2016/17,,135195000.0,GBP,gross annual base wages,2599904.0,,GBP,full pounds,,,Capology,https://www.capology.com/club/manchester-city/salaries/2016-2017/,2026-05-05,"[{'field': 'estimated_player_wages_eur', 'value_original': 135195000, 'unit_original': 'GBP gross annual base wages', 'page_or_location': 'meta_description', 'evidence_text': 'Estimated Gross Fixed Salaries for the 2016-2017 Season was £135,195,000, or £2,599,904 per week, not including bonuses.'}]",medium,True,"Capology wage estimates are not official figures. Values represent estimated gross fixed player salaries and exclude bonuses. EUR conversion is pending a project-level FX methodology, so the EUR field remains null for now.",manchester_city_2016_17_wage_output.json
manchester_city,Manchester City,2017/18,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-city/salaries/2017-2018/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2017/18 at https://www.capology.com/club/manchester-city/salaries/2017-2018/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_city_2017_18_wage_output.json
manchester_city,Manchester City,2018/19,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-city/salaries/2018-2019/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2018/19 at https://www.capology.com/club/manchester-city/salaries/2018-2019/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_city_2018_19_wage_output.json
manchester_city,Manchester City,2019/20,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-city/salaries/2019-2020/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2019/20 at https://www.capology.com/club/manchester-city/salaries/2019-2020/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_city_2019_20_wage_output.json
manchester_city,Manchester City,2020/21,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-city/salaries/2020-2021/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2020/21 at https://www.capology.com/club/manchester-city/salaries/2020-2021/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_city_2020_21_wage_output.json
manchester_city,Manchester City,2021/22,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-city/salaries/2021-2022/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2021/22 at https://www.capology.com/club/manchester-city/salaries/2021-2022/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_city_2021_22_wage_output.json
manchester_city,Manchester City,2022/23,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-city/salaries/2022-2023/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2022/23 at https://www.capology.com/club/manchester-city/salaries/2022-2023/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_city_2022_23_wage_output.json
manchester_city,Manchester City,2023/24,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-city/salaries/2023-2024/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2023/24 at https://www.capology.com/club/manchester-city/salaries/2023-2024/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_city_2023_24_wage_output.json
manchester_city,Manchester City,2024/25,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-city/salaries/2024-2025/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2024/25 at https://www.capology.com/club/manchester-city/salaries/2024-2025/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_city_2024_25_wage_output.json
manchester_united,Manchester United,2011/12,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-united/salaries/2011-2012/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2011/12 at https://www.capology.com/club/manchester-united/salaries/2011-2012/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_united_2011_12_wage_output.json
manchester_united,Manchester United,2012/13,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-united/salaries/2012-2013/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2012/13 at https://www.capology.com/club/manchester-united/salaries/2012-2013/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_united_2012_13_wage_output.json
manchester_united,Manchester United,2013/14,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-united/salaries/2013-2014/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2013/14 at https://www.capology.com/club/manchester-united/salaries/2013-2014/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_united_2013_14_wage_output.json
manchester_united,Manchester United,2014/15,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-united/salaries/2014-2015/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2014/15 at https://www.capology.com/club/manchester-united/salaries/2014-2015/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_united_2014_15_wage_output.json
manchester_united,Manchester United,2015/16,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-united/salaries/2015-2016/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2015/16 at https://www.capology.com/club/manchester-united/salaries/2015-2016/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_united_2015_16_wage_output.json
manchester_united,Manchester United,2016/17,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-united/salaries/2016-2017/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2016/17 at https://www.capology.com/club/manchester-united/salaries/2016-2017/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_united_2016_17_wage_output.json
manchester_united,Manchester United,2017/18,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-united/salaries/2017-2018/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2017/18 at https://www.capology.com/club/manchester-united/salaries/2017-2018/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_united_2017_18_wage_output.json
manchester_united,Manchester United,2018/19,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-united/salaries/2018-2019/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2018/19 at https://www.capology.com/club/manchester-united/salaries/2018-2019/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_united_2018_19_wage_output.json
manchester_united,Manchester United,2019/20,,152440000.0,GBP,gross annual base wages,2931538.0,,GBP,full pounds,,,Capology,https://www.capology.com/club/manchester-united/salaries/2019-2020/,2026-05-05,"[{'field': 'estimated_player_wages_eur', 'value_original': 152440000, 'unit_original': 'GBP gross annual base wages', 'page_or_location': 'meta_description', 'evidence_text': 'Estimated Gross Fixed Salaries for the 2019-2020 Season was £152,440,000, or £2,931,538 per week, not including bonuses.'}]",medium,True,"Capology wage estimates are not official figures. Values represent estimated gross fixed player salaries and exclude bonuses. EUR conversion is pending a project-level FX methodology, so the EUR field remains null for now.",manchester_united_2019_20_wage_output.json
manchester_united,Manchester United,2020/21,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-united/salaries/2020-2021/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2020/21 at https://www.capology.com/club/manchester-united/salaries/2020-2021/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_united_2020_21_wage_output.json
manchester_united,Manchester United,2021/22,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-united/salaries/2021-2022/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2021/22 at https://www.capology.com/club/manchester-united/salaries/2021-2022/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_united_2021_22_wage_output.json
manchester_united,Manchester United,2022/23,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-united/salaries/2022-2023/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2022/23 at https://www.capology.com/club/manchester-united/salaries/2022-2023/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_united_2022_23_wage_output.json
manchester_united,Manchester United,2023/24,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-united/salaries/2023-2024/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2023/24 at https://www.capology.com/club/manchester-united/salaries/2023-2024/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_united_2023_24_wage_output.json
manchester_united,Manchester United,2024/25,,,,,,,,,,,Capology,https://www.capology.com/club/manchester-united/salaries/2024-2025/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2024/25 at https://www.capology.com/club/manchester-united/salaries/2024-2025/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,manchester_united_2024_25_wage_output.json
tottenham_hotspur,Tottenham Hotspur,2011/12,,,,,,,,,,,Capology,https://www.capology.com/club/tottenham/salaries/2011-2012/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2011/12 at https://www.capology.com/club/tottenham/salaries/2011-2012/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,tottenham_hotspur_2011_12_wage_output.json
tottenham_hotspur,Tottenham Hotspur,2012/13,,,,,,,,,,,Capology,https://www.capology.com/club/tottenham/salaries/2012-2013/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2012/13 at https://www.capology.com/club/tottenham/salaries/2012-2013/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,tottenham_hotspur_2012_13_wage_output.json
