club_id,club_name,season,financial_year_end,currency_original,units_original,total_revenue_original,matchday_revenue_original,broadcast_revenue_original,commercial_revenue_original,other_revenue_original,women_team_revenue_original,excluded_player_trading_revenue_original,staff_costs_original,net_debt_original,player_amortisation_original,profit_on_player_sales_original,profit_loss_before_tax_original,total_revenue_eur,matchday_revenue_eur,broadcast_revenue_eur,commercial_revenue_eur,other_revenue_eur,net_debt_eur,profit_loss_before_tax_eur,exchange_rate_used,exchange_rate_source,revenue_sum_check_original,revenue_sum_difference_original,pages_used,classification_notes,women_team_treatment_notes,non_football_revenue_notes,confidence_level,requires_manual_review,source_document,source_url,notes
arsenal,Arsenal,2020/21,2021-05-31,GBP,full pounds (converted from GBP thousands disclosed in report),324519000,3763000,184376000,136380000,,,3067000.0,244438000,-2466000.0,117413000.0,11770000.0,-127204000.0,,,,,,,,,,324519000,0,"[26, 27, 30]",Total revenue has been set to football operating revenue only and excludes disclosed player trading and property development turnover.,Women's team revenue is not separately disclosed in the relevant report note. The extracted football revenue figure should be treated as potentially including any inseparable women's activity.,Disclosed property development turnover is excluded from the football revenue total used here.,high,True,Group of companies' accounts made up to 31 May 2021,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Missing fields in raw extraction: net_debt_original, profit_loss_before_tax_original, net_debt_eur, profit_loss_before_tax_eur. Net debt computed as total debt less cash and short-term deposits from the downloaded annual report. Profit before tax verified from the tax note."
arsenal,Arsenal,2021/22,2022-05-31,GBP,full pounds (converted from GBP thousands disclosed in report),324519000,3763000,184376000,136380000,,,3067000.0,244438000,-13188000.0,117413000.0,11770000.0,-45481000.0,,,,,,,,,,324519000,0,"[22, 26, 27]",Total revenue has been set to football operating revenue only and excludes disclosed player trading and property development turnover.,Women's team revenue is not separately disclosed in the relevant report note. The extracted football revenue figure should be treated as potentially including any inseparable women's activity.,Disclosed property development turnover is excluded from the football revenue total used here.,high,True,Group of companies' accounts made up to 31 May 2022,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?download=0&format=pdf,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Missing fields in raw extraction: net_debt_original, profit_loss_before_tax_original, net_debt_eur, profit_loss_before_tax_eur. Net debt computed as total debt less cash and short-term deposits from the downloaded annual report. Profit before tax verified from the tax note."
arsenal,Arsenal,2022/23,2023-05-31,GBP,full pounds (converted from GBP thousands disclosed in report),463100000,102604000,191194000,169302000,,,1457000.0,234766000,-25531000.0,139060000.0,10732000.0,-52124000.0,,,,,,,,,,463100000,0,"[22, 26, 27]",Total revenue has been set to football operating revenue only and excludes disclosed player trading and property development turnover.,Women's team revenue is not separately disclosed in the relevant report note. The extracted football revenue figure should be treated as potentially including any inseparable women's activity.,Disclosed property development turnover is excluded from the football revenue total used here.,high,True,Group of companies' accounts made up to 31 May 2023,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?download=0&format=pdf,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Missing fields in raw extraction: net_debt_original, profit_loss_before_tax_original, net_debt_eur, profit_loss_before_tax_eur. Net debt computed as total debt less cash and short-term deposits from the downloaded annual report. Profit before tax verified from the tax note."
arsenal,Arsenal,2023/24,2024-05-31,GBP,full pounds (converted from GBP thousands disclosed in report),611972000,131652000,262052000,218268000,,,1374000.0,327822000,-49097000.0,171099000.0,51073000.0,-17687000.0,,,,,,,,,,611972000,0,"[26, 30, 31, 32]",Total revenue has been set to football operating revenue only and excludes disclosed player trading and property development turnover.,"Women's UEFA competition income of GBP 200,000 was separately disclosed within broadcasting revenue and has been excluded from the extracted men's/club football revenue figure. Any other inseparable women's activity remains embedded if not separately disclosed.",Disclosed property development turnover is excluded from the football revenue total used here.,high,True,Group of companies' accounts made up to 31 May 2024,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?download=0&format=pdf,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Broadcasting and total revenue were adjusted to exclude separately disclosed women's UEFA revenue. Missing fields in raw extraction: net_debt_original, profit_loss_before_tax_original, net_debt_eur, profit_loss_before_tax_eur. Net debt computed as total debt less cash from the downloaded annual report. Profit before tax verified from the tax note."
arsenal,Arsenal,2024/25,2025-05-31,GBP,full pounds (converted from GBP thousands disclosed in report),688431000,153854000,271384000,263193000,,,454000.0,346804000,-37776000.0,175547000.0,,-1348000.0,,,,,,,,,,688431000,0,"[31, 32, 33, 34]",Total revenue has been set to football operating revenue only and excludes disclosed player trading and property development turnover.,"Women's UEFA competition income of GBP 1,400,000 was separately disclosed within broadcasting revenue and has been excluded from the extracted men's/club football revenue figure. Any other inseparable women's activity remains embedded if not separately disclosed.",Disclosed property development turnover is excluded from the football revenue total used here.,medium,True,Group of companies' accounts made up to 31 May 2025,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?download=0&format=pdf,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Broadcasting and total revenue were adjusted to exclude separately disclosed women's UEFA revenue. Missing fields in raw extraction: net_debt_original, profit_loss_before_tax_original, net_debt_eur, profit_loss_before_tax_eur. Net debt computed as total debt less cash from the downloaded annual report. Profit before tax verified from the tax note."
chelsea,Chelsea,2011/12,2012-06-30,GBP,full pounds (converted from GBP thousands disclosed in report),255738000,77742000,112815000,66977000,,,28794000.0,171036000,18146000.0,49506000.0,28794000.0,1378000.0,,,,,,,,,,257534000,1796000,"[15, 16]","Chelsea discloses matchday, broadcasting, and commercial revenue directly in the financial statements from the seasons extracted here. Total revenue has been set to football operating turnover only and excludes player trading.",Women's team revenue is not separately disclosed in the relevant Chelsea financial statement notes used here. The extracted revenue figures should therefore be treated as potentially including inseparable women's activity.,"Chelsea's disclosed commercial category may include hotel, stadium, retail, or other non-matchday commercial operations where the group classifies them within ordinary football-related activities.",medium,True,Group of companies' accounts made up to 30 June 2012,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzA3MDcyNjIxOGFkaXF6a2N4/document?format=pdf&download=0,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Broadcasting, matchday, and commercial are disclosed before deducting Chelsea Digital Media joint-venture turnover of GBP 1,796,000, so the category sum exceeds reported group turnover. Net debt taken from the analysis of net debt note in the downloaded annual report."
chelsea,Chelsea,2012/13,2013-06-30,GBP,full pounds (converted from GBP thousands disclosed in report),255772000,70693000,105435000,79644000,,,14452000.0,176568000,28113000.0,58758000.0,14452000.0,-50712000.0,,,,,,,,,,255772000,0,"[15, 16]","Chelsea discloses matchday, broadcasting, and commercial revenue directly in the financial statements from the seasons extracted here. Total revenue has been set to football operating turnover only and excludes player trading.",Women's team revenue is not separately disclosed in the relevant Chelsea financial statement notes used here. The extracted revenue figures should therefore be treated as potentially including inseparable women's activity.,"Chelsea's disclosed commercial category may include hotel, stadium, retail, or other non-matchday commercial operations where the group classifies them within ordinary football-related activities.",high,True,Group of companies' accounts made up to 30 June 2013,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzA5MjAwODY1MmFkaXF6a2N4/document?format=pdf&download=0,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Missing fields in raw extraction: net_debt_eur, profit_loss_before_tax_eur. Net debt taken from the analysis of net debt note. Profit before tax taken from the taxation note."
chelsea,Chelsea,2013/14,2014-06-30,GBP,full pounds (converted from GBP thousands disclosed in report),319843000,71019000,139858000,108966000,,,65072000.0,190581000,25004000.0,72360000.0,65072000.0,19068000.0,,,,,,,,,,319843000,0,"[15, 16]","Chelsea discloses matchday, broadcasting, and commercial revenue directly in the financial statements from the seasons extracted here. Total revenue has been set to football operating turnover only and excludes player trading.",Women's team revenue is not separately disclosed in the relevant Chelsea financial statement notes used here. The extracted revenue figures should therefore be treated as potentially including inseparable women's activity.,"Chelsea's disclosed commercial category may include hotel, stadium, retail, or other non-matchday commercial operations where the group classifies them within ordinary football-related activities.",high,True,Group of companies' accounts made up to 30 June 2014,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzExNDY3NzI3MmFkaXF6a2N4/document?format=pdf&download=0,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Missing fields in raw extraction: net_debt_eur, profit_loss_before_tax_eur. Net debt taken from the analysis of net debt note. Profit before tax taken from the taxation note."
chelsea,Chelsea,2014/15,2015-06-30,GBP,full pounds (converted from GBP thousands disclosed in report),314287000,70778000,135565000,107944000,,,42027000.0,215647000,5330000.0,70186000.0,42027000.0,-22656000.0,,,,,,,,,,314287000,0,"[16, 17]","Chelsea discloses matchday, broadcasting, and commercial revenue directly in the financial statements from the seasons extracted here. Total revenue has been set to football operating turnover only and excludes player trading.",Women's team revenue is not separately disclosed in the relevant Chelsea financial statement notes used here. The extracted revenue figures should therefore be treated as potentially including inseparable women's activity.,"Chelsea's disclosed commercial category may include hotel, stadium, retail, or other non-matchday commercial operations where the group classifies them within ordinary football-related activities.",high,True,Group of companies' accounts made up to 30 June 2015,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzEzODU4Mjg2MWFkaXF6a2N4/document?format=pdf&download=0,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Missing fields in raw extraction: net_debt_eur, profit_loss_before_tax_eur. Net debt taken from the analysis of net debt note. Profit before tax taken from the taxation note."
chelsea,Chelsea,2015/16,2016-06-30,GBP,full pounds (converted from GBP thousands disclosed in report),329122000,69675000,142933000,116514000,,,49000000.0,222406000,-27127000.0,71909000.0,49000000.0,-69789000.0,,,,,,,,,,329122000,0,"[23, 24, 25]","Chelsea discloses matchday, broadcasting, and commercial revenue directly in the financial statements from the seasons extracted here. Total revenue has been set to football operating turnover only and excludes player trading.",Women's team revenue is not separately disclosed in the relevant Chelsea financial statement notes used here. The extracted revenue figures should therefore be treated as potentially including inseparable women's activity.,"Chelsea's disclosed commercial category may include hotel, stadium, retail, or other non-matchday commercial operations where the group classifies them within ordinary football-related activities.",high,True,Group of companies' accounts made up to 30 June 2016,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzE2NjMwNjg5MWFkaXF6a2N4/document?format=pdf&download=0,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Missing fields in raw extraction: net_debt_original, profit_loss_before_tax_original, net_debt_eur, profit_loss_before_tax_eur. Net debt inferred as net cash because the balance sheet shows cash at bank and in hand but no separately disclosed year-end borrowings. Profit before tax taken from the group profit and loss account."
chelsea,Chelsea,2016/17,2017-06-30,GBP,full pounds (converted from GBP thousands disclosed in report),361308000,65519000,162446000,133343000,,,69226000.0,219659000,-32986000.0,89642000.0,69226000.0,15646000.0,,,,,,,,,,361308000,0,"[22, 23, 24]","Chelsea discloses matchday, broadcasting, and commercial revenue directly in the financial statements from the seasons extracted here. Total revenue has been set to football operating turnover only and excludes player trading.",Women's team revenue is not separately disclosed in the relevant Chelsea financial statement notes used here. The extracted revenue figures should therefore be treated as potentially including inseparable women's activity.,"Chelsea's disclosed commercial category may include hotel, stadium, retail, or other non-matchday commercial operations where the group classifies them within ordinary football-related activities.",high,True,Group of companies' accounts made up to 30 June 2017,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzE5NDY3NTc5NGFkaXF6a2N4/document?format=pdf&download=0,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Missing fields in raw extraction: net_debt_original, profit_loss_before_tax_original, net_debt_eur, profit_loss_before_tax_eur. Net debt inferred as net cash because the balance sheet shows cash at bank and in hand but no separately disclosed year-end borrowings. Profit before tax taken from the group profit and loss account."
chelsea,Chelsea,2017/18,2018-06-30,GBP,full pounds (converted from GBP thousands disclosed in report),443449000,73938000,204141000,165370000,,,112995000.0,244084000,-31679000.0,125554000.0,112995000.0,67461000.0,,,,,,,,,,443449000,0,"[22, 23, 24]","Chelsea discloses matchday, broadcasting, and commercial revenue directly in the financial statements from the seasons extracted here. Total revenue has been set to football operating turnover only and excludes player trading.",Women's team revenue is not separately disclosed in the relevant Chelsea financial statement notes used here. The extracted revenue figures should therefore be treated as potentially including inseparable women's activity.,"Chelsea's disclosed commercial category may include hotel, stadium, retail, or other non-matchday commercial operations where the group classifies them within ordinary football-related activities.",high,True,Group of companies' accounts made up to 30 June 2018,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzIyMzk3MDA5OGFkaXF6a2N4/document?format=pdf&download=0,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Missing fields in raw extraction: net_debt_original, profit_loss_before_tax_original, net_debt_eur, profit_loss_before_tax_eur. Net debt inferred as net cash because the balance sheet shows cash at bank and in hand but no separately disclosed year-end borrowings. Profit before tax taken from the group profit and loss account."
chelsea,Chelsea,2018/19,2019-06-30,GBP,full pounds (converted from GBP thousands disclosed in report),446741000,66623000,200188000,179930000,,,60459000.0,285550000,-36580000.0,170010000.0,60459000.0,-101786000.0,,,,,,,,,,446741000,0,"[22, 23, 24]","Chelsea discloses matchday, broadcasting, and commercial revenue directly in the financial statements from the seasons extracted here. Total revenue has been set to football operating turnover only and excludes player trading.",Women's team revenue is not separately disclosed in the relevant Chelsea financial statement notes used here. The extracted revenue figures should therefore be treated as potentially including inseparable women's activity.,"Chelsea's disclosed commercial category may include hotel, stadium, retail, or other non-matchday commercial operations where the group classifies them within ordinary football-related activities.",high,True,Group of companies' accounts made up to 30 June 2019,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzI1MzY5NTU2NWFkaXF6a2N4/document?format=pdf&download=0,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Missing fields in raw extraction: net_debt_original, profit_loss_before_tax_original, net_debt_eur, profit_loss_before_tax_eur. Net debt inferred as net cash because the balance sheet shows cash at bank and in hand but no separately disclosed year-end borrowings. Profit before tax taken from the group profit and loss account."
chelsea,Chelsea,2019/20,2020-06-30,GBP,full pounds (converted from GBP thousands disclosed in report),407402000,54469000,182546000,170387000,,,142645000.0,283480000,-17077000.0,129141000.0,142645000.0,35652000.0,,,,,,,,,,407402000,0,"[25, 26, 27]","Chelsea discloses matchday, broadcasting, and commercial revenue directly in the financial statements from the seasons extracted here. Total revenue has been set to football operating turnover only and excludes player trading.",Women's team revenue is not separately disclosed in the relevant Chelsea financial statement notes used here. The extracted revenue figures should therefore be treated as potentially including inseparable women's activity.,"Chelsea's disclosed commercial category may include hotel, stadium, retail, or other non-matchday commercial operations where the group classifies them within ordinary football-related activities.",high,True,Group of companies' accounts made up to 30 June 2020,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzI5MTA2NDMxM2FkaXF6a2N4/document?format=pdf&download=0,"Values in the annual report were disclosed in GBP thousands and have been converted here into full GBP amounts by multiplying by 1,000. Missing fields in raw extraction: net_debt_original, profit_loss_before_tax_original, net_debt_eur, profit_loss_before_tax_eur. Net debt inferred as net cash because the balance sheet shows cash at bank and in hand but no separately disclosed year-end borrowings. Profit before tax taken from the group profit and loss account."
